"Bill Evans Trio","10/1/2025","Jazz","","","SACD","48","Truckee","Stereo","","Waltz for Debby","CD","schwarzweissekatze","1962","351","Admin","10/1/2025 4:53:57 PM","351","","10/3/2025 12:11:01","Admin","","YM","DC9452FE-E499-4826-B099-FDE260311F06",""
"Bill Evans, Jim Hall","","Jazz","Post-Bop","","","","Carpinteria","Stereo","33 ⅓","Intermodulation","Vinyl","","1966","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","25","YM","5E9F3C18-2569-4E22-9FD7-64738E92D528",""
"Billie Eilish","2/17/2025","Pop/Rock","Indie Electronic","","140g","34","Carpinteria","Stereo","33 ⅓","Hit Me Hard and Soft","Vinyl","Recordmule","2024","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","26","YM","F12676AA-B5E4-41CF-B262-8AC5DEE2B261",""
"Billie Eilish","","Pop/Rock","","","140g","41","Carpinteria","Stereo","33 ⅓","When We All Fall Asleep, Where Do We Go?","Vinyl","Siren Trading","2019","351","Admin","3/27/2025 3:41:01 PM","351","No","10/9/2025 14:39:03","Admin","27","YM","DC13DA26-F49F-4D2B-9F4B-9E75AE7B45D5",""
"Billie Eilish","10/7/2025","Pop/Rock","","","140g","41","Truckee","Stereo","33 ⅓","When We All Fall Asleep, Where Do We Go?","Vinyl","Amazon","2019","351","Admin","10/7/2025 4:02:22 PM","351","No","10/9/2025 14:39:03","Admin","28","YM","B3C27222-C580-453D-85E3-C47E844B1B03",""
"Billie Holiday","3/3/2025","Blues","Vocal Jazz","","180g","60","Carpinteria","Stereo","45","Body And Soul","Vinyl","Analog Records","1957","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","29","YM","23A2CB86-A1B3-4817-90F0-0B11C2DAF553",""
"Billie Holiday","3/3/2025","Blues","Jazz","","180g","60","Carpinteria","Stereo","45","Songs for Distingué Lovers","Vinyl","Acoustic Sounds","1957","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","30","YM","81AF686A-83E8-450F-83CC-F4D2701595AD",""
"Blues Project","","Blues","Pop/Rock","","","","Carpinteria","Mono","33 ⅓","Projections","Vinyl","","1966","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","31","YM","DFA86451-33EA-4F8B-BFB6-D8EE4C6D991C",""
"Bob Dylan","","Pop/Rock","Folk Rock","","140g","","Carpinteria","Mono","33 ⅓","Blonde on Blonde","Vinyl","","1966","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","32","YM","D63314E6-63AA-4252-B1B1-F2D4226C2EE6",""
"Bob Dylan","10/3/2025","Pop/Rock","Folk Rock","","SACD","38","Truckee","Stereo","33 ⅓","Blonde on Blonde","CD","Discogs","1966","351","Admin","10/3/2025 5:55:59 PM","351","","10/3/2025 17:57:49","Admin","30","YM","383DFE17-B334-4872-8CA1-9E6A13D46C18",""
"Bob Dylan","4/16/2025","Pop/Rock","Folk Rock","","180g","40","Carpinteria","Stereo","33 ⅓","Blood on the Tracks","Vinyl","Mobile Fidelity","1975","351","Admin","4/17/2025 3:21:39 AM","351","","10/9/2025 14:39:03","Admin","33","YM","33CBC98F-6327-43A0-B416-AB50E423D4FF",""
"Bob Dylan","4/17/2025","Pop/Rock","Folk Rock","","180g","60","Carpinteria","Mono","33 ⅓","Bob Dylan","Vinyl","Mobile Fidelity","1962","351","Admin","4/17/2025 3:27:33 AM","351","","10/9/2025 14:39:03","Admin","34","YM","9F33449C-51DB-4EB6-BC0A-647317107A02",""
"Bob Dylan","4/6/2025","Pop/Rock","Folk Rock","","180g","60","Carpinteria","Stereo","45","Bob Dylan's Greatest Hits","Vinyl","Acoustic Sounds","1967","351","Admin","4/6/2025 7:10:09 PM","351","","10/9/2025 14:39:03","Admin","35","YM","87A4AA68-F295-4EC1-AFEC-B5543EB03650",""
"Bob Dylan","","Pop/Rock","Folk Rock","","140g","","Carpinteria","Stereo","33 ⅓","John Wesley Harding","Vinyl","","1967","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","36","YM","752B4EE0-9270-4C49-8B6F-1AABB7FE5A5C",""
"Bob Dylan","","Pop/Rock","Folk Rock","","","","Carpinteria","Stereo","33 ⅓","Pat Garrett & Billy the Kid","Vinyl","","1973","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","37","YM","142CF87C-D9FE-45DE-93A8-390C4218C7EC",""
"Bob Marley and The Wailers","10/2/2025","Reggae","","","CCIR","450","Truckee","Stereo","15 ips","Exodus","Tape","Acoustic Sounds","1977","351","Admin","10/2/2025 4:55:52 PM","351","","10/4/2025 14:30:22","Admin","","YM","5379DAC2-D6DB-48FF-AB18-D9B107B7A9D1",""
"Bob Marley and the Wailers","","Reggae","","","","","Carpinteria","Stereo","33 ⅓","Legend","Vinyl","","1984","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","38","YM","3789CEAF-658F-463D-8AC4-24698D0A2170",""
"Bobby Hutcherson","","Jazz","Post-Bop","","140g","","Carpinteria","Mono","33 ⅓","San Francisco","Vinyl","","1970","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","39","YM","4D4752AB-62F6-43CF-B6F1-AADDDBB1C14E",""
"Booker Ervin","3/3/2025","Jazz","Post-Bop","","180g","40","Carpinteria","Stereo","33 ⅓","The Song Book","Vinyl","Acoustic Sounds","1964","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","40","Mark","B9D327F9-D3CB-4C4F-9E48-20FE660B0DB3",""
"Booker T. & the M.G.s","","R&B","Soul","","180g","","Carpinteria","Stereo","33 ⅓","Green Onions","Vinyl","","1962","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","41","YM","C3867CFD-5C4B-4413-98E3-501E700BD788",""
"Brahms","2/17/2025","Classical","","","140g","35","Carpinteria","Stereo","33 ⅓","Concerto No 2 for Piano","Vinyl","Discogs","1967","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","42","YM","453FB9CC-CD7C-4DDF-9E44-F3D0C01F21E3",""
"Brahms","4/6/2025","Classical","","The original recording date for Emil Gilels, Berliner Philharmoniker, and Eugen Jochum’s performance of Brahms’ Piano Concertos Nos. 1 & 2 was June 17, 1972, at the Jesus-Christus-Kirche in Berlin","","54","Carpinteria","Stereo","33 ⅓","Piano Concertos 1 & 2","Vinyl","Amazon","1972","351","Admin","4/6/2025 10:02:37 AM","351","","10/9/2025 14:39:03","Admin","43","YM","CC6B8035-DB14-4EF8-8283-4F49933F289E",""
"Brian Auger & The Trinity","","Pop/Rock","Jazz Rock","","","","Carpinteria","Stereo","33 ⅓","Befour","Vinyl","","1970","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","44","YM","AE586C86-B26D-4F5A-9CEB-053460B47163",""
"Buffalo Springfield","","Pop/Rock","Country Rock, Folk Rock","","","","Carpinteria","Stereo","33 ⅓","Last Time Around","Vinyl","","1968","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","45","YM","A3D8C603-21AF-4A75-99F7-42ACF91B4633",""
"Cal Tjader","","Jazz","West Coast Jazz","","","","Carpinteria","Stereo","33 ⅓","Catch the Groove","Vinyl","","1963","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","46","YM","76DB6906-F86E-40A0-8CF4-47A4016D396D",""
"Cal Tjader","","Jazz","Cool","","","","Carpinteria","Mono","33 ⅓","Soul Sauce","Vinyl","","1964","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","47","YM","97414D03-6D57-485D-BBC3-92324632CB4A",""
"Camille Saint-Saëns","12/1/2025","Classical","Symphonic","","SACD","14","Truckee","Stereo","","Cantate","CD","C.C. Music","2013","351","Admin","12/1/2025 12:08:53 PM","351","","12/1/2025 12:11:33","Admin","","YM","AAEAF16B-AD1C-48F3-88D3-E8152F4F42E4",""
"Cannonball Adderley","","Jazz","Hard Bop","","","","Carpinteria","Stereo","33 ⅓","African Waltz","Vinyl","","1961","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","48","YM","4AF7DB03-90E9-4EC4-9536-C706502E8FB2",""
"Cannonball Adderley","5/2/2025","Jazz","Hard Bop","","CCIR","850","Carpinteria","Stereo","15 ips","Somethin' Else","Tape","Sepea","1958","351","Admin","5/2/2025 7:38:07 PM","351","No","9/28/2025 14:29:26","Admin","","YM","8C598627-876D-437B-ACA0-F54403FF9C60",""
"Cannonball Adderly","4/16/2025","Jazz","Hard Bop","Great recording","180g","125","Carpinteria","Stereo","33 ⅓","Somethin' Else","Vinyl","Mobile Fidelity","1958","351","Admin","4/17/2025 3:31:56 AM","351","Yes","10/9/2025 14:39:03","Admin","49","YM","82E9C802-8D62-474D-8326-DFA553CF11D5",""
"Cannonball Adderly","9/28/2025","Jazz","Hard Bop","Great recording","SACD","30","Truckee","Stereo","33 ⅓","Somethin' Else","CD","Acoustic Sounds","1958","351","Admin","9/28/2025 11:38:28 PM","351","Yes","9/29/2025 10:21:54","Admin","","YM","B6AA1FDA-3230-48FD-85C5-482F5DF11C2E",""
"Carmel Jones / Joe Pass","","Jazz","","Bass – Charlie HadenDrums – Mel LeeGuitar – Joe PassRecorded By – John William HardyTrumpet – Carmell Jones","CCIR","150","Carpinteria","Stereo","15 ips","Chillin'","Tape","International Phonograph Inc.","1964","351","Admin","3/27/2025 3:41:01 PM","351","No","5/5/2025 7:54:01 PM","Admin","","Mark","F533D5A2-56B9-4755-B466-B128F1D0192F",""
"Carole King","4/16/2025","Pop/Rock","","","180g","40","Carpinteria","Stereo","33 ⅓","Tapestry","Vinyl","Mobile Fidelity","1971","351","Admin","4/17/2025 3:23:39 AM","351","","10/9/2025 14:39:03","Admin","50","YM","53AD0C1E-4068-4765-9F33-CA1D334D22AD",""
"Carole King","4/16/2025","Pop/Rock","","","SACD","35","Truckee","Stereo","33 ⅓","Tapestry","CD","Acoustic Sounds","1971","351","Admin","9/28/2025 11:45:31 PM","351","","9/28/2025 23:45:51","Admin","49","YM","8C4F8B5D-4467-410A-A908-6A6086C4EDC9",""
"Charles Lloyd","","Jazz","Hard Bop","","CCIR","150","Carpinteria","Stereo","15 ips","Ballads, Santa Barbara 1979","Tape","International Phonograph Inc.","1979","351","Admin","3/27/2025 3:41:01 PM","351","","5/5/2025 8:04:49 PM","Admin","","Mark","C934A138-7A36-426A-BDA5-0F8E619E6305",""
"Charles Mingus","","Jazz","Post-Bop","","","","Carpinteria","Stereo","33 ⅓","Better Git It in Your Soul","Vinyl","","1992","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","51","YM","C3310472-D0BA-46FE-820A-9AC9BAE2992A",""
"Chet Baker","2/17/2025","Jazz","Cool","","","41","Carpinteria","Stereo","33 ⅓","Mr. B","Vinyl","Rare Vinyl","1983","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","52","Mark","323FE7B3-BE8E-46E0-993D-3628854FCE0A",""
"Chie Ayado","9/26/2025","Jazz","","","Red Book","28","Truckee","Stereo","","Natural","CD","IKNOK","2000","351","Admin","9/28/2025 10:02:01 AM","351","","1/7/2026 12:58:29","Admin","","YM","3DF1C43E-ECD8-41B3-9FD7-90D3FB54B547",""
"Clare Fischer","","Jazz","Bossa Nova","","CCIR","150","Carpinteria","Stereo","15 ips","So Danco Samba","Tape","International Phonograph Inc.","1964","351","Admin","3/27/2025 3:41:01 PM","351","","5/5/2025 8:08:05 PM","Admin","","Mark","DD304751-6214-42F0-9D76-B0F1CE214474",""
"Coleman Hawkins","","Jazz","Bop","","","","Carpinteria","Stereo","33 ⅓","And Confréres","Vinyl","","1958","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","53","YM","241842CE-496F-477F-A4C9-F342D7D6D0BF",""
"Coleman Hawkins","11/28/2025","Jazz","Hard Bop, Post-Bob","","SACD","35","Truckee","Stereo","","Wrapped Tight","CD","veteranrocker","1965","351","Admin","11/28/2025 9:43:46 PM","351","","11/28/2025 22:09:18","Admin","","YM","BF0D0FB3-1BBF-4782-BE9A-4D19D5C6E5D4",""
"Cream","10/1/2025","Folk","","","SACD","22","Truckee","Mono","","Fresh Cream","CD","C.C. Music","1966","351","Admin","10/1/2025 4:44:49 PM","351","","10/3/2025 12:10:41","Admin","","YM","D3E275BC-65E2-429A-92F9-9E1A2A2C686C",""
"Cream","10/1/2025","Pop/Rock","Blues Rock","","SACD","23","Truckee","Stereo","","Wheels of Fire","CD","C.C. Music","1964","351","Admin","10/1/2025 4:43:29 PM","351","","10/3/2025 16:11:56","Admin","","YM","2B9CD81D-5AA6-4C77-9EBD-D8FD20580D77",""
"Curtis Mayfield","","R&B","Soul","","","","Carpinteria","Stereo","33 ⅓","Superfly","Vinyl","","1973","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","54","YM","66F43CE6-EE4D-4BEA-A7BB-617295D95F9B",""
"Darlene Love","","R&B","","","","","Carpinteria","Stereo","33 ⅓","The Many Sides of Love","Vinyl","","1964","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","55","YM","5010D194-0197-48EA-BD60-56189892555E",""
"Dave Brubeck Quartet","","Jazz","","","","","Carpinteria","Stereo","33 ⅓","Live At The Kurhaus 1967","Vinyl","","1967","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","56","YM","9146721F-538D-4F8D-9DF2-B64D866057AA",""
"Dave Brubeck Quartet","","Jazz","","","CCIR","500","Carpinteria","Stereo","15 ips","Live at the Kurhaus 1967","Tape","Lost Recordings","1967","351","Admin","3/27/2025 3:41:01 PM","351","","5/5/2025 8:14:02 PM","Admin","","Mark","B02F27A1-725B-47B3-8309-2BC81A3B932D",""
"Dave Brubeck Quartet","","Jazz","West Coast Jazz","","","","Carpinteria","Stereo","33 ⅓","Time Out","Vinyl","","1959","351","Admin","3/27/2025 3:41:01 PM","351","","10/9/2025 14:39:03","Admin","57","YM","770906D5-4053-4D21-9626-E4AA8EC27A64",""
"Dave Brubeck Quartet","2/9/2025","Jazz","West Coast Jazz","","180g +","77","Carpinteria","Stereo","45","Time Out","Vinyl","Discogs","1959","351","Admin","3/27/2025 3:41:01 PM","351","No","10/9/2025 14:39:03","Admin","58","YM","89400CD1-DDC2-4C38-AC0F-7BDB1F956BA4",""
"Dave Brubeck Quartet","3/18/2025","Jazz","West Coast Jazz","","CCIR","900","Carpinteria","Stereo","15 ips","Time Out","Tape","Sepea","1959","351","Admin","3/27/2025 3:41:01 PM","351","No","5/5/2025 8:15:43 PM","Admin","","YM","30AB5F9D-97A6-4DC2-834A-21E5A1AA5DEE",""
"Dave Brubeck Quartet","9/28/2025","Jazz","West Coast Jazz","","SACD","30","Truckee","Stereo","33 ⅓","Time Out","CD","Acoustic Sounds","1959","351","Admin","9/28/2025 11:36:08 PM","351","Yes","9/28/2025 23:36:41","Admin","56","YM","75E81B50-A317-434A-BED4-43B427350FE3",""
"Dave Brubeck Quartet","10/7/2025","Jazz","West Coast Jazz","","140g","20","Truckee","Stereo","33 ⅓","Time Out","Vinyl","Amazon","1959","351","Admin","10/7/2025 4:07:12 PM","351","","10/9/2025 14:39:03","Admin","59","YM","1EAE13FC-C724-4958-A071-3C7759876923",""
"Dave Samuels","","Jazz","","","CCIR","150","Carpinteria","Stereo","15 ips","Vibes Trio","Tape","International Phonograph Inc.","1980","351","Admin","3/27/2025 3:41:01 PM","351","","5/7/2025 6:14:22 PM","Admin","","Mark","016FD3AC-3D00-419A-AC91-140287FE1349",""
"Dave Van Ronk","","Folk","","","","","Carpinteria","Mono","33 ⅓","Folksinger","Vinyl","","1962","351","Admin","3/27/2025 3:41:01 PM","351","No","10/9/2025 14:39:03","Admin","60","YM","CF00F743-0E00-41BC-B778-240923BCE1DE",""
